v1,v2
ham,This phone hs the weirdest  correct.
ham,Oops my phone died nd I didn't even know. Yeh I like it better.
ham,Hvent ms sk if  cn 1st wt. Of meet 4 lnch den  n him meet cn lredy lor. Or  wn 2 go sk d ge 1st then confirm w me sp?
ham,"She sid,'' do  mind if I go in the bedroom for  minte ? '' ''OK'', I sed in  sexy mood. She cme ot 5 mints ltr wid  cke...n My Wife,"
ham,"OH YEH,ND HV  GRET TIME IN NEWQY-SEND ME  POSTCRD !1 LOOK FTER LL THE GIRLS WHILE IM GONE( KNOW THE 1IM TLKIN BOT!)xx"
ham,We got  divorce. Lol. She.s here
ham,Wht's r pin?
ham,"Bbe, hve yo got enogh money  pick p bred nd milk ? nd I'll give yo it bck when yo get home ?"
ham,I wnt snow. It's jst freezing nd windy.
spam,RGENT! We re trying  contct . dys drw shows tht yo hve won  еЈ2000 prize GRNTEED. Cll 09066358361 from lnd line. Clim Y87. Vlid 12hrs only
ham,Come  mhl bs sp.. &lt;DECIML&gt;
ham,Don know:)this week i'm going  tirnelvi d.
ham,Me o bby! I promise  tret yo well! I bet yo will tke good cre of me...
ham,Its like tht hotel dsk gme i think. Yo solve pzzles in  re thing
spam,"Thnks for yor ringne order, reference nmber X29. Yor mobile will be chrged 4.50. Shold yor ne not rrive plese cll csmer services 09065989180"
ham,"Hi, my love! How goes tht dy? Fck, this morning I woke nd dropped my cell on the wy down the stirs bt it seems lright ... *phews* I miss yo !"
ham,Well tht mst be  pin  ctch
ham,Sorry d thngm.it's my mistke.
ham,I need... Coz i never go before 
ham,"Rose for red,red for blood,blood for hert,hert for . Bt  for me.... Send tis  ll r friends.. Inclding me.. If  like me.. If  get bck, 1- r poor in reltion! 2- need some 1  spport 3- r frnd 2 mny 4-some1 lvs  5+- some1 is prying god  mrry .:-) try it...."
ham,Wife.how she knew the time of mrder exctly
spam,"SIX chnces  win CSH! From 100  20,000 ponds txt> CSH11 nd send  87575. Cost 150p/dy, 6dys, 16+ TsndCs pply Reply HL 4 info"
spam,r csh-blnce is crrently 500 ponds -  mximize r csh-in now send COLLECT  83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
ham,"I feel like  dick becse I keep sleeping throgh yor texts nd fcebook messges. Sp, yo in wn?"
ham,No plm i will come d. On the wy.
ham,Gess he wnts lone time. We cold jst show p nd wtch when they do..
ham,Height of recycling: Red twice- People spend time for erning money nd the sme money is spent for spending time!;-) Good morning.. keep smiling:-)
ham,Yp М_ not comin :-(
ham,"Yes, princess. ledo."
ham,"ight text me when yo're bck t m nd I'll swing by, need somebody  get the door for me"
ham,Ron sy fri leh. N he sid ding ti feng cnt mke reservtions. Bt he sid wit lor.
ham,Good. No swimsit llowed :)
ham,m oky. Will soon be over. ll the best
ham, cte thoght for friendship: \Its not necessry  shre every secret with r close Frnd
ham,Ok i've sent  d ltest version of d project.
ham,Good Morning my Der........... Hve  gret &mp; sccessfl dy.
ham,Pls ccept me for one dy. Or m begging yo chnge the nmber.
ham,Sqeeeeeze!! This is christms hg.. If  lik my frndshp den hg me bck.. If  get 3  r cte:) 6  r lvd:* 9  r so lcky;) None? People hte :
ham,"Its ok, if nybody sks bt me,  tel them..:-P"
ham,"Fnny fct Nobody teches volcnoes 2 erpt, tsnmis 2 rise, hrricnes 2 swy rondn no 1 teches hw 2 choose  wife Ntrl dissters jst hppens"
ham,* Yo gonn ring this weekend or wot?
ham,lso trck down ny lighters yo cn find
ham,"Sorry, I cn't help yo on this."
ham,"Bbe, I need yor dvice"
ham,"I‰Ычll leve rond for, ok?"
ham,Come  medicl college t 7pm ......forwrd it d
ham,K:)k..its good:)when re yo going?
ham,I cn mke lsgn for yo... vodk...
ham,HI ITS KTE CN  GIVE ME  RING SP XXX
ham,Who were those people ? Were yo in  r ? I thoght yo were doing tht sof thing yo sent me ? Yor crios sgr
ham,"No, bt yo ld me yo were going, before yo got drnk!"
ham,He fcking chickened ot. He messged me he wold be lte nd woold bzz me nd then I didn't her  word from him
spam,"Congrtltions! Thnks   good friend  hve WON the еЈ2,000 Xms prize. 2 clim is esy, jst cll 08718726978 NOW! Only 10p per minte. BT-ntionl-rte"
ham,I'm lwys looking for n excse  be in the city.
ham,Yp i'm still hving coffee wif my frens... My fren drove she'll give me  lift...
ham,O shore re yo tkin the bs
ham,So  gonn get des ex?
ham,I will send them  yor emil. Do yo mind  &lt;#&gt;  times per night?
spam,"44 7732584351, Do yo wnt  New Noki 3510i color phone Deliveredmorrow? With 300 free mintes  ny mobile + 100 free texts + Free Cmcorder reply or cll 08000930705."
ham,tp & spile t seven. * Is tht pb on gs st off brod st by cnl. Ok?
ham,Ok then i come n pick  t engin?
ham,Which is why i never wnted  tell yo ny of this. Which is why i'm so short with yo nd on-edge s of lte.
ham,Rviyog Peripherls bhyndr est
ham,K ctlly cn yo gys meet me t the snoco on howrd? It shold be right on the wy
spam,Yo hve 1 new voicemil. Plese cll 08719181513.
ham,"MOON hs come  color yor drems, STRS  mke them msicl nd my SMS  give yo wrm nd Pecefl Sleep. Good Night"
ham,Jst finished eting. Got   plte. NOT lefvers this time.
ham,Thnx  lot...
ham,Hrry home  big btt. Hng p on yor lst cller if  hve . Food is done nd I'm strving. Don't sk wht I cooked.
ham,Lol yor right. Wht diet? Everydy I chet nywy. I'm ment  be  ftty :(
ham,Its  gret dy. Do hve yorself  betifl one.
ham,Wht hppened in interview?
ham,"Solve d Cse :  Mn Ws Fond Mrdered On  &lt;DECIML&gt; . &lt;#&gt;  fterNoon. 1,His wife clled Police. 2,Police qestioned everyone. 3,Wife: Sir,I ws sleeping, when the mrder ok plce. 4.Cook: I ws cooking. 5.Grdener: I ws picking vegetbles. 6.Hose-Mid: I went 2 d post office. 7.Children: We went 2 ply. 8.Neighbor: We went 2  mrrige. Police rrested d mrderer Immeditely. Who's It? Reply With Reson, If  r Brillint."
ham,Bdrith is only for chenni:)i will srely pick for s:)no competition for him.
ham,I t it's my grop mte... Lcky i hvent reply... Wt time do М_ need  leve... 
ham,Hey yo rond? I've got enogh for  hlf + the ten I owe yo
ham,Hey tmr mybe cn meet yo t yck
ham,LRITE SM ITS NIC JST CHECKIN THT THIS IS R NMBER-SO IS IT?T.B*
ham,They re jst mking it esy  py bck. I hve  &lt;#&gt; yrs  sy bt i cn py bck erlier. Yo get?
ham,Not  worry. I'm sre yo'll get it.
ham,"The gs sttion is like  block wy from my hose, yo'll drive right by it since rmeni ends t swnn nd yo hve  tke howrd"
spam,"Someone  know hs sked or dting service 2 contct yo! Cnt Gess who? CLL 09058097189 NOW ll will be reveled. POBox 6, LS15HB 150p "
spam,Cmer - Yo re wrded  SiPix Digitl Cmer! cll 09061221066 fromm lndline. Delivery within 28 dys
ham,My tition is t 330. Hm we go for the 1120  1205 one? Do yo mind?
ham,"I'm not smoking while people se \wylie smokes o mch\""  jstify rining my shit"""
ham,Der good morning how yo feeling der
ham, little. Meds sy tke once every 8 hors. It's only been 5 bt pin is bck. So I ok nother. Hope I don't die
ham,"Betifl morrow never comes.. When it comes, it's lredy DY.. In the hnt of betifl morrow don't wste yor wonderfl DY.. GOODMORNING:)"
ham,Dnno lei М_ ll decide lor. How bt leon? Oops i t ben is going n i msg him.
ham,Hi there. We hve now moved in2 or pb . Wold be gret 2 c  if  cd come p.
spam,dys Vod nmbers ending 5226 re selected  receive  ?350 wrd. If yo hv  mtch plese cll 08712300220 qoting clim code 1131 stndrd rtes pp 
spam,This messge is free. Welcome  the new & improved Sex & Dogging clb!  nsbscribe from this service reply SP. msgs@150p 18 only
ham,"Honeybee Sid: *I'm d Sweetest in d World* God Lghed &mp; Sid: *Wit, Hvnt Met d Person Reding This Msg* MORL: Even GOD Cn Crck Jokes! GM+GN+GE+GN:)"
ham,Jst do wht ever is esier for yo
spam,RCT' THNQ drin for  text. Rgds Vtin
ham,Sp clling everyone sying I might hve cncer. My throt hrts  tlk. I cn't be nswering everyones clls. If I get one more cll I'm not bbysitting on Mondy
ham,"It'll be gh, bt I'll do wht I hve "
ham,IM GONNMISS SO MCH!!I WOLD SY IL SEND   POSTCRD BTTHERES BOTS MCH CHNCE OF MEREMEMBERIN STHERE IS OFSI NOT BREKIN HIS CONTRCT!! LV Yxx
ham,Ee msg n poortiygi odlebek: Hnmnji 7 nme 1-Hnmn 2-Bjrngbli 3-Mrti 4-Pvnptr 5-Snktmochn 6-Rmdth 7-Mhveer ee 7 nme  &lt;#&gt;  jnrige ivtte klisidre next strdy olge ond good news kelviri...! Mretre inde 1 dodd problm nlli sigviri id mtr  &lt;#&gt; % tre.. Don't neglet.
ham,HI DRLIN I FINISH T 3 DO  1 2 PICK ME P OR MEET ME? TEXT BCK ON THIS NMBER LV KTE XXX
ham,"Set  plce for me in yor hert nd not in yor mind, s the mind esily forgets bt the hert will lwys remember. Wish yo Hppy Vlentines Dy!"
ham,Bt i'm srprised she still cn gess right lor...
ham,Okie М_ wn meet t bishn? Cos me t bishn now. I'm not driving dy.
ham,Oh ho. Is this the first time  se these type of words
ham,HI DRLIN HOW WS WORK DID  GET IN TROBLE? IJST TLKED  YOR MM LL MORNING! I HD  RELLY GOOD TIME LST NIGHT IM GOIN OT SOON BT CLL ME IF  CN
ham,I know yo re serving. I men wht re yo doing now.
ham,"Hh... Hyde prk not in mel h, opps, got confsed... nywy, if tt's e best choice den we jz hve  tke it..."
ham,Oh gei. Tht hppend  me in tron. Mybe ill dl it in 3d when its ot
spam,"FREE MESSGE ctivte yor 500 FREE Text Messges by replying  this messge with the word FREE For terms & conditions, visit www.07781482378.com"
ham,I know girls lwys sfe nd selfish know i got it p. Thnk yo. good night.
ham,"No worries, hope pho shoot went well. hve  spiffing fn t workge. "
ham,I'm freezing nd crving ice. Fml
ham,Ky... Since we re ot lredy 
ham,Eh sorry leh... I din c r msg. Not sd lredy lr. Me wtching tv now.  still in office?
ham,Yo im right by yo work
ham,Ok drlin i spose it ws ok i jst worry o mch.i hve  do some film stff my mte nd then hve  bbysit gin! Bt yo cn cll me there.xx
ham,"She sid,'' do  mind if I go in the bedroom for  minte ? '' ''OK'', I sed in  sexy mood. She cme ot 5 mints ltr wid  cke...n My Wife,"
ham,I don wke since. I checked tht stff nd sw tht its tre no vilble spces. Pls cll the embssy or send  mil  them.
ham,Nope... Jz off from work...
ham,Hh so fst... Dt mens  hvent finished pinting?
ham, wht nmber do  live t? Is it 11?
ham,"No we pt prty 7 dys  week nd stdy lightly, I think we need  drw in some csm checkboxes so they know we're hrdcore"
ham,Sc will score big hndred.he is set btsmn:-)
ham,Send me yetty's nmber pls.
ham,How mch it will cost pprox . Per month.
ham,Ok... The theory test? when re М_ going  book? I think it's on 21 my. Coz thoght wnn go ot with jiyin. Bt she isnt free
spam,"Yo re being contcted by or dting service by someone yo know!  find ot who it is, cll from  lnd line 09050000928. PoBox45W2TG150P"
ham,"Tht's fine, hve him give me  cll if he knows wht he wnts or hs ny qestions"
ham,"Sorry, got  lte strt, we're on the wy"
ham,Then  go bck rself lor...
ham,I M T THE GS STTION. GO THERE.
ham,"K, if  bored p jst come  my home.."
ham,Bbe !!!! I LOVE YO !!!! *covers yor fce in kisses*
ham,"Like I mde him throw p when we were smoking in or friend's cr one time, it ws wesome"
ham,Still i hve not checked it d. . .
ham,Yo will go  wlmrt. I.ll sty.
ham,"I hven't forgotten yo, i might hve  cople bcks  send yo morrow, k? I love y o"
ham,Oh gret. I.ll distrb him more so tht we cn tlk.
ham,Reverse is cheting. Tht is not mthemtics.
ham,'re welcome... Cght  sing broken english gin...
ham,No problem bby. Is this is  good time  tlk? I clled nd left  messge.
ham,"Sorry, I'll cll lter"
ham,Oh is it! Which brnd?
ham,Sorry i cnt tke yor cll right now. It so hppens tht there r 2wxs do wt yo wnt. She cn come nd ill get her medicl insrnce. nd she'll be ble  deliver nd hve bsic cre. I'm crrently shopping for the right medicl insrnce for her. So jst give me til fridy morning. Thts when i.ll see the mjor person tht cn gide me  the right insrnce.
ham,t wht time re yo coming.
ham,Cll him nd sy yo not coming dy ok nd tell them not  fool me like this ok
ham,I emiled yifeng my prt oredi.. Cn М_ get it fr him..
ham,R  sre they'll nderstnd tht! Wine * good ide jst hd  slrp!
ham,Minimm wlk is 3miles  dy.
ham,Ok not  problem will get them  txi. C ing  morrow nd tesdy. On tesdy think we r ll going  the cinem. 
ham,"Brinless Bby Doll..:-D;-), vehicle sriyg drive mdoke broll.."
ham,I don't rn wy frm ... I wlk slowly &mp; it kills me tht  don't cre enogh  sp me...
spam,Sorry I missed yor cll let's tlk when yo hve the time. I'm on 07090201529
ham,Plese ttend the phone:)
ham,Yo only hte me. Yo cn cll ny bt yo didnt ccept even  single cll of mine. Or even yo messged
ham,No messges on her phone. I'm holding it now
ham,Cn... I'm free...
ham,"Yo my trip got postponed, yo still scked p?"
ham,"Sorry, I'll cll lter"
ham,I m witing for yor cll sir.
ham,Hey wht re yo doing. Y no reply p..
ham,"Hey eline, is dy's meeting still on?"
ham,Sorry i've not gone  tht plce. I.ll do so morrow. Relly sorry.
ham,Most of the tiime when i don't let yo hg me it's so i don't brek in ters.
ham,morrow i m not going  thetre. . . So i cn come wherever  cll me. . . Tell me where nd when  come morrow
ham,nd now electricity jst went ot fml.
ham,"Looks like yo fond something  do other thn smoke, gret job!"
ham,lso ndros ice etc etc
ham,:) 
ham,"Good fternon, my love. How re dy? I hope yor good nd mybe hve some interviews. I wke nd miss yo bbe.  pssionte kiss from cross the se"
ham,Yp. Wn believe wt?  relly nev c e msg i sent shhi?
ham,Hows tht wtch resizing
ham,Der mm she clled me now :-)
ham,Jst finished. Missing yo plenty
spam,"complimentry 4 STR Ibiz Holidy or еЈ10,000 csh needs yor RGENT collection. 09066364349 NOW from Lndline not  lose ot! Box434SK38WP150PPM18+"
ham,"Well, I ment s opposed  my drnken night of before"
ham,K... Mst book  not hh? so going for yog bsic on sndy?
spam,FREE MSG:We billed yor mobile nmber by mistke from shortcode 83332.Plese cll 08081263000  hve chrges refnded.This cll will be free from  BT lndline
ham,Ok cn...
ham,"Oops - m t my mm's in somerset... Bit fr! Bck mo, see yo soon x"
ham,So  workin overtime nigpn?
ham,Sme s kllis dismissil in 2nd test:-).
ham,O. Gess they both got screwd
spam,Plese CLL 08712402972 immeditely s there is n rgent messge witing for yo
ham,"I'm in  meeting, cll me lter t"
ham,Wht r  cooking me for dinner?
ham,Ok thnx...
ham,Bll. Yor pln ws  go floting off  IKE with me withot  cre in the world. So i hve  live with yor mess nother dy.
ham,Then i by.
spam,RGENT! Yor Mobile nmber hs been wrded with  еЈ2000 Bons Cller Prize. Cll 09058095201 from lnd line. Vlid 12hrs only
ham,Heehee tht ws so fnny tho
ham,It only does simple rithmetic not percentges.
ham,"Yeh we woldn't leve for n hor t lest, how's 4 sond?"
spam,"s  vled csmer, I m plesed  dvise yo tht following recent review of yor Mob No. yo re wrded with  еЈ1500 Bons Prize, cll 09066364589"
ham,Thnks honey. Hve  gret dy.
ham,"'n mzing Qote'' - \Sometimes in life its difficlt  decide whts wrong!!  lie tht brings  smile or the trth tht brings  ter....\"""""
ham,Good night my der.. Sleepwell&mp;Tke cre
ham,Then М_ sk dd  pick М_ p lr... МП wn 2 sty  6 meh...
ham,"Js chillxin, wht p"
ham,"\HEY DS COOL... IKNOW LL 2 WELLD PERIL OF STDENTFINNCIL CRISIS!SPK 2  L8R.\"""""
ham,"Betifl Trth ginst Grvity.. Red creflly: \Or hert feels light when someone is in it.. Bt it feels very hevy when someone leves it..\"" GOODMORNING"""
spam,Do yo wnt  New Noki 3510i color phone Deliveredmorrow? With 300 free mintes  ny mobile + 100 free texts + Free Cmcorder reply or cll 08000930705
ham,"Whts tht coming over the hill..... Is it  monster! Hope yo hve  gret dy. Things r going fine here, bsy thogh! "
ham,Joy's fther is John. Then John is the ____ of Joy's fther. If  ns ths yo hv  &lt;#&gt;  IQ. Tis s IS qestion try  nswer.
ham,Only once then fter ill obey ll yors.
ham,No she didnt. I will serch online nd let yo know.
ham,Where do yo need  go  get it?
ham,No pic. Plese re-send.
ham,He remins  bro mongst bros
ham,hhhhrmm isnt hving tb test bd when yore sick
ham,Bt i hf enff spce got like 4 mb...
spam,LIFE hs never been this mch fn nd gret  yo cme in. Yo mde it trly specil for me. I won't forget yo! enjoy @ one gbp/sms
spam,Do yo wnt  new Video phone? 600 nytime ny network mins 400 Inclsive Video clls ND downlods 5 per week Free delMORROW cll 08002888812 or reply NOW
spam,"s  vled csmer, I m plesed  dvise yo tht following recent review of yor Mob No. yo re wrded with  еЈ1500 Bons Prize, cll 09066368470"
spam,Welcome! Plese reply with yor GE nd GENDER  begin. e.g 24M
spam,Freemsg: 1-month nlimited free clls! ctivte SmrtCll Txt: CLL  No: 68866. Sbscriptn3gbp/wk nlimited clls Help: 08448714184 Sp?txt sp lndlineonly
spam,Hd yor mobile 10 mths? pdte  ltest Ornge cmer/video phones for FREE. Sve еЈs with Free texts/weekend clls. Text YES for  cllbck orno  opt ot
spam,m new 2 clb & dont fink we met yet Will B gr8 2 C  Plese leve msg 2dy wiv r re 09099726553 reply promised CRLIE x CllsеЈ1/minMobsmore LKPOBOX177HP51FL
ham,Tre. Its esier with her here.
ham,Sre bt since my prents will be working on Tesdy I don't relly need  cover sry
ham,Hh oky... dy weekend leh... 
ham,"\Hi drlin did yoPhone me? Im tHome if yownn cht.\"""""
ham,I don't know jck shit bot nything or i'd sy/sk something helpfl bt if yo wnt yo cn pretend tht I did nd jst text me whtever in response  the hypotheticlhghhghyhgg
ham,Yo've lwys been the briny one.
ham,Yeh if we do hve  get  rndom dde we need  chnge or info sheets  PRTY  &lt;#&gt; /7 NEVER STDY jst  be sfe
spam,Cmer - Yo re wrded  SiPix Digitl Cmer! cll 09061221066 fromm lndline. Delivery within 28 dys.
